Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
943.21,15,8,Туда,6,9,6,15.8
948.33,15,9,Туда,16,8,16,22.5
953.75,15,10,Туда,12,27,12,10.0
958.70,15,10,Обратно,5,2,5,12.5
964.43,16,9,Обратно,20,3,20,26.7
971.02,16,8,Обратно,16,9,16,32.5
976.33,16,7,Обратно,8,12,8,29.2
982.18,16,6,Обратно,25,12,25,40.0
988.04,16,5,Обратно,17,27,17,31.7
995.14,16,4,Обратно,16,15,16,32.5
1000.39,16,3,Обратно,0,17,0,18.3
1006.22,16,2,Обратно,22,10,22,28.3
1012.18,16,1,Обратно,8,34,8,6.7
1032.84,17,1,Туда,3,1,3,8.3
1041.74,17,2,Туда,61,2,61,57.5
1054.79,17,3,Туда,20,20,20,57.5
1063.69,17,4,Туда,49,22,49,80.0
1076.54,17,5,Туда,45,52,45,74.2
1088.89,18,6,Туда,38,33,38,78.3
1101.74,18,7,Туда,67,38,64,100.0
1114.34,18,8,Туда,61,52,52,100.0
1130.04,18,9,Туда,10,56,10,61.7
1143.84,19,10,Туда,12,74,12,10.0
1151.14,19,10,Обратно,10,2,10,16.7
1157.14,19,9,Обратно,12,5,12,22.5
1163.37,19,8,Обратно,1,7,1,17.5
1167.90,19,7,Обратно,19,6,19,28.3
1173.93,19,6,Обратно,3,11,3,21.7
1178.58,19,5,Обратно,12,15,12,19.2
1184.75,19,4,Обратно,4,9,4,15.0
1189.08,19,3,Обратно,5,7,5,13.3
1194.74,19,2,Обратно,9,7,9,15.0
1200.00,20,1,Обратно,1,18,1,0.8
1245.60,20,1,Туда,2,0,2,2.5
1248.67,20,2,Туда,12,0,12,12.5
1252.58,20,3,Туда,0,4,0,9.2
1255.37,20,4,Туда,0,3,0,6.7
1258.62,20,5,Туда,7,4,7,9.2
1261.86,21,6,Туда,5,4,5,10.0
1265.43,21,7,Туда,10,4,10,15.0
1268.86,21,8,Туда,11,7,11,18.3
1273.09,21,9,Туда,0,10,0,10.0
1276.99,21,10,Туда,7,12,7,5.8
1280.94,21,10,Обратно,6,1,6,10.0
1284.62,21,9,Обратно,6,3,6,12.5
1288.45,21,8,Обратно,7,4,7,15.0
1291.71,21,7,Обратно,2,5,2,12.5
1295.17,21,6,Обратно,7,5,7,14.2
1298.51,21,5,Обратно,11,9,11,15.8
1302.60,21,4,Обратно,4,7,4,13.3
1305.73,21,3,Обратно,5,7,5,11.7
1309.56,21,2,Обратно,1,6,1,7.5
1312.95,21,1,Обратно,0,9,0,0.0
1415.60,23,1,Туда,0,0,0,0.0
1418.08,23,2,Туда,0,0,0,0.0
1420.76,23,3,Туда,0,0,0,0.0
1423.00,23,4,Туда,0,0,0,0.0
1425.61,23,5,Туда,0,0,0,0.0
1427.99,23,6,Туда,0,0,0,0.0
1430.54,23,7,Туда,2,0,2,1.7
1432.98,23,8,Туда,1,0,1,2.5
1435.84,23,9,Туда,0,1,0,1.7
1438.60,23,10,Туда,1,2,1,0.8
