Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
802.06,13,6,Туда,19,14,19,35.8
807.63,13,7,Туда,12,17,12,31.7
812.42,13,8,Туда,9,16,9,25.8
818.00,13,9,Туда,14,14,14,25.8
823.64,13,10,Туда,5,31,5,4.2
828.44,13,10,Обратно,2,1,2,5.0
833.05,13,9,Обратно,18,1,18,19.2
838.33,13,8,Обратно,17,6,17,28.3
842.91,14,7,Обратно,8,10,8,26.7
847.70,14,6,Обратно,1,11,1,18.3
851.70,14,5,Обратно,13,12,13,19.2
856.78,14,4,Обратно,8,9,8,18.3
860.78,14,3,Обратно,15,9,15,23.3
866.01,14,2,Обратно,7,13,7,18.3
870.78,14,1,Обратно,4,22,4,3.3
897.84,14,1,Туда,3,0,3,5.8
901.76,15,2,Туда,18,1,18,20.0
906.85,15,3,Туда,7,6,7,20.8
910.72,15,4,Туда,19,8,19,30.0
915.98,15,5,Туда,6,19,6,19.2
920.61,15,6,Туда,1,8,1,13.3
925.00,15,7,Туда,17,6,17,22.5
929.62,15,8,Туда,2,11,2,15.0
934.54,15,9,Туда,13,8,13,19.2
939.81,15,10,Туда,8,23,8,6.7
944.36,15,10,Обратно,0,1,0,5.8
948.75,15,9,Обратно,1,1,1,5.8
953.10,15,8,Обратно,18,2,18,19.2
957.51,15,7,Обратно,4,7,4,16.7
962.12,16,6,Обратно,20,7,20,27.5
967.49,16,5,Обратно,15,19,15,24.2
973.88,16,4,Обратно,2,11,2,16.7
978.21,16,3,Обратно,18,8,18,25.0
984.63,16,2,Обратно,8,14,8,20.0
990.21,16,1,Обратно,3,24,3,2.5
1017.84,16,1,Туда,5,0,5,6.7
1022.65,17,2,Туда,7,2,7,10.8
1033.00,17,3,Туда,53,3,53,52.5
1042.70,17,4,Туда,20,20,20,52.5
1054.00,17,5,Туда,87,34,87,96.7
1067.55,17,6,Туда,40,44,40,93.3
1081.05,18,7,Туда,43,45,43,91.7
1092.95,18,8,Туда,116,48,58,100.0
1108.75,18,9,Туда,71,56,56,100.0
1124.85,18,10,Туда,60,120,60,50.0
1136.85,18,10,Обратно,35,13,35,68.3
1144.33,19,9,Обратно,26,21,26,72.5
1152.07,19,8,Обратно,52,25,52,95.0
1159.98,19,7,Обратно,3,36,3,67.5
1166.57,19,6,Обратно,5,28,5,48.3
1172.11,19,5,Обратно,0,33,0,20.8
1178.58,19,4,Обратно,27,10,27,35.0
1184.08,19,3,Обратно,3,18,3,22.5
1190.09,19,2,Обратно,0,12,0,12.5
1195.06,19,1,Обратно,27,15,27,22.5
1205.60,20,1,Туда,3,6,3,20.0
1209.07,20,2,Туда,1,6,1,15.8
1212.70,20,3,Туда,7,5,7,17.5
1215.95,20,4,Туда,7,6,7,18.3
1219.75,20,5,Туда,5,12,5,12.5
1223.35,20,6,Туда,4,5,4,11.7
1226.97,20,7,Туда,5,5,5,11.7
1230.16,20,8,Туда,4,6,4,10.0
1233.99,20,9,Туда,4,5,4,9.2
1237.91,20,10,Туда,0,11,0,0.0
1241.46,20,10,Обратно,4,0,4,3.3
1245.07,20,9,Обратно,8,1,8,9.2
1248.90,20,8,Обратно,7,3,7,12.5
1252.14,20,7,Обратно,2,4,2,10.8
1255.51,20,6,Обратно,13,4,13,18.3
1259.17,20,5,Обратно,0,12,0,8.3
1262.84,21,4,Обратно,0,4,0,5.0
1265.71,21,3,Обратно,4,2,4,6.7
1269.27,21,2,Обратно,0,3,0,4.2
1272.48,21,1,Обратно,6,5,6,5.0
1365.60,22,1,Туда,2,1,2,5.8
1368.77,22,2,Туда,0,1,0,5.0
1372.14,22,3,Туда,1,1,1,5.0
1374.84,22,4,Туда,4,1,4,7.5
1378.17,22,5,Туда,1,4,1,5.0
1381.21,23,6,Туда,0,2,0,3.3
1383.86,23,7,Туда,0,1,0,2.5
1386.26,23,8,Туда,0,1,0,1.7
1389.09,23,9,Туда,0,0,0,1.7
1391.80,23,10,Туда,1,2,1,0.8
1394.95,23,10,Обратно,0,0,0,0.8
1397.64,23,9,Обратно,0,0,0,0.8
1400.37,23,8,Обратно,0,0,0,0.8
1402.69,23,7,Обратно,0,0,0,0.8
1405.31,23,6,Обратно,1,0,1,1.7
1407.71,23,5,Обратно,0,1,0,0.8
1410.37,23,4,Обратно,2,0,2,2.5
1412.73,23,3,Обратно,3,1,3,4.2
1415.57,23,2,Обратно,2,2,2,4.2
1418.28,23,1,Обратно,0,5,0,0.0
