Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
1361.53,22,6,Туда,2,2,2,5.0
1364.79,22,7,Туда,6,2,6,8.3
1367.97,22,8,Туда,0,4,0,5.0
1371.51,22,9,Туда,0,2,0,3.3
1375.05,22,10,Туда,4,4,4,3.3
1378.45,22,10,Обратно,0,0,0,3.3
1381.74,23,9,Обратно,1,1,1,3.3
1384.55,23,8,Обратно,0,1,0,2.5
1386.91,23,7,Обратно,0,0,0,2.5
1389.51,23,6,Обратно,0,1,0,1.7
1391.92,23,5,Обратно,2,1,2,2.5
1394.62,23,4,Обратно,0,1,0,1.7
1396.93,23,3,Обратно,1,0,1,2.5
1399.69,23,2,Обратно,0,1,0,1.7
1402.27,23,1,Обратно,0,2,0,0.0
