Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
1146.89,19,7,Обратно,1,3,1,8.9
1150.98,19,6,Обратно,10,2,10,17.8
1156.60,19,5,Обратно,4,9,4,12.2
1161.98,19,4,Обратно,4,4,4,12.2
1167.16,19,3,Обратно,0,4,0,7.8
1171.91,19,2,Обратно,0,3,0,4.4
1176.97,19,1,Обратно,0,4,0,0.0
1185.73,19,1,Туда,1,0,1,1.1
1190.72,19,2,Туда,3,0,3,4.4
1195.24,19,3,Туда,4,1,4,7.8
1200.17,20,4,Туда,3,2,3,8.9
1203.58,20,5,Туда,7,4,7,12.2
1207.39,20,6,Туда,0,4,0,7.8
1210.31,20,7,Туда,3,2,3,8.9
1213.03,20,8,Туда,1,3,1,6.7
1215.72,20,9,Туда,0,2,0,4.4
1218.94,20,10,Туда,0,4,0,0.0
1222.14,20,10,Обратно,1,0,1,1.1
1225.25,20,9,Обратно,0,0,0,1.1
1227.73,20,8,Обратно,1,0,1,2.2
1230.29,20,7,Обратно,0,0,0,2.2
1232.99,20,6,Обратно,0,0,0,2.2
1236.31,20,5,Обратно,1,1,1,2.2
1239.59,20,4,Обратно,1,0,1,3.3
1242.70,20,3,Обратно,0,1,0,2.2
1245.81,20,2,Обратно,0,0,0,2.2
1249.07,20,1,Обратно,4,2,4,4.4
1301.73,21,1,Туда,0,0,0,4.4
1305.02,21,2,Туда,1,1,1,4.4
1308.07,21,3,Туда,6,1,6,10.0
1311.60,21,4,Туда,8,2,8,16.7
1315.30,21,5,Туда,0,8,0,7.8
1318.88,21,6,Туда,6,2,6,12.2
1322.05,22,7,Туда,2,4,2,10.0
1324.84,22,8,Туда,1,3,1,7.8
1327.57,22,9,Туда,2,3,2,6.7
1330.89,22,10,Туда,1,6,1,1.1
1334.24,22,10,Обратно,0,0,0,1.1
1337.42,22,9,Обратно,1,0,1,2.2
1339.93,22,8,Обратно,2,0,2,4.4
1342.55,22,7,Обратно,0,1,0,3.3
1345.33,22,6,Обратно,2,1,2,4.4
1348.67,22,5,Обратно,2,2,2,4.4
1351.94,22,4,Обратно,0,1,0,3.3
1355.06,22,3,Обратно,0,1,0,2.2
1358.14,22,2,Обратно,3,0,3,5.6
1361.57,22,1,Обратно,2,5,2,2.2
