Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
739.20,12,10,Туда,7,11,7,7.8
743.10,12,10,Обратно,0,1,0,6.7
747.13,12,9,Обратно,5,1,5,11.1
750.41,12,8,Обратно,2,2,2,11.1
753.57,12,7,Обратно,9,3,9,17.8
757.48,12,6,Обратно,1,5,1,13.3
761.88,12,5,Обратно,11,6,11,18.9
766.56,12,4,Обратно,5,6,5,17.8
771.14,12,3,Обратно,0,7,0,10.0
775.29,12,2,Обратно,7,4,7,13.3
780.05,13,1,Обратно,0,12,0,0.0
822.02,13,1,Туда,0,0,0,0.0
826.27,13,2,Туда,3,0,3,3.3
830.10,13,3,Туда,6,0,6,10.0
834.39,13,4,Туда,3,2,3,11.1
838.60,13,5,Туда,1,5,1,6.7
843.09,14,6,Туда,6,2,6,11.1
846.87,14,7,Туда,6,4,6,13.3
850.39,14,8,Туда,1,5,1,8.9
853.71,14,9,Туда,0,3,0,5.6
857.80,14,10,Туда,2,5,2,2.2
861.15,14,10,Обратно,1,0,1,3.3
865.21,14,9,Обратно,1,0,1,4.4
868.21,14,8,Обратно,0,1,0,3.3
871.23,14,7,Обратно,1,0,1,4.4
874.65,14,6,Обратно,3,1,3,6.7
878.96,14,5,Обратно,5,3,5,8.9
883.29,14,4,Обратно,1,3,1,6.7
887.37,14,3,Обратно,2,2,2,6.7
891.39,14,2,Обратно,1,2,1,5.6
895.80,14,1,Обратно,6,5,6,6.7
942.02,15,1,Туда,13,1,13,20.0
946.77,15,2,Туда,0,4,0,15.6
950.66,15,3,Туда,1,4,1,12.2
954.77,15,4,Туда,10,3,10,20.0
959.30,15,5,Туда,2,9,2,12.2
964.77,16,6,Туда,11,4,11,20.0
969.50,16,7,Туда,2,7,2,14.4
973.41,16,8,Туда,12,5,12,22.2
977.80,16,9,Туда,3,9,3,15.6
983.30,16,10,Туда,4,14,4,4.4
987.20,16,10,Обратно,1,0,1,5.6
991.98,16,9,Обратно,3,1,3,7.8
995.74,16,8,Обратно,3,2,3,8.9
999.55,16,7,Обратно,5,2,5,12.2
1003.98,16,6,Обратно,4,3,4,13.3
1009.20,16,5,Обратно,0,6,0,6.7
1014.39,16,4,Обратно,6,2,6,11.1
1019.57,16,3,Обратно,2,4,2,8.9
1028.57,17,2,Обратно,5,3,5,11.1
1038.87,17,1,Обратно,8,10,8,8.9
1048.02,17,1,Туда,7,1,7,15.6
1058.32,17,2,Туда,7,3,7,20.0
1067.52,17,3,Туда,5,5,5,20.0
1077.32,17,4,Туда,5,5,5,20.0
1087.12,18,5,Туда,16,9,16,27.8
1098.27,18,6,Туда,20,9,20,40.0
1107.22,18,7,Туда,11,14,11,36.7
1114.77,18,8,Туда,21,14,21,44.4
1122.82,18,9,Туда,3,18,3,27.8
1133.17,18,10,Туда,8,25,8,8.9
1137.82,18,10,Обратно,9,1,9,17.8
1147.62,19,9,Обратно,9,4,9,23.3
1151.76,19,8,Обратно,0,6,0,16.7
1155.49,19,7,Обратно,10,4,10,23.3
1160.08,19,6,Обратно,2,7,2,17.8
1165.70,19,5,Обратно,11,9,11,20.0
1171.53,19,4,Обратно,5,7,5,17.8
1176.99,19,3,Обратно,1,7,1,11.1
1181.76,19,2,Обратно,7,4,7,14.4
1187.47,19,1,Обратно,3,13,3,3.3
1201.73,20,1,Туда,4,0,4,7.8
1205.17,20,2,Туда,1,1,1,7.8
1208.32,20,3,Туда,7,2,7,13.3
1211.86,20,4,Туда,1,3,1,11.1
1215.17,20,5,Туда,0,5,0,5.6
1218.72,20,6,Туда,0,1,0,4.4
1221.50,20,7,Туда,4,1,4,7.8
1224.30,20,8,Туда,4,3,4,8.9
1227.17,20,9,Туда,0,3,0,5.6
1230.38,20,10,Туда,1,5,1,1.1
1233.68,20,10,Обратно,4,0,4,5.6
1237.08,20,9,Обратно,3,1,3,7.8
1239.76,20,8,Обратно,3,2,3,8.9
1242.50,20,7,Обратно,1,2,1,7.8
1245.38,20,6,Обратно,0,2,0,5.6
1248.71,20,5,Обратно,3,2,3,6.7
1252.09,20,4,Обратно,0,2,0,4.4
1255.35,20,3,Обратно,4,1,4,7.8
1258.58,20,2,Обратно,2,3,2,6.7
1262.17,21,1,Обратно,0,6,0,0.0
1361.73,22,1,Туда,0,0,0,0.0
1365.04,22,2,Туда,0,0,0,0.0
1367.97,22,3,Туда,0,0,0,0.0
1371.11,22,4,Туда,0,0,0,0.0
1374.19,22,5,Туда,0,0,0,0.0
1377.39,22,6,Туда,1,0,1,1.1
1380.15,23,7,Туда,0,0,0,1.1
1382.33,23,8,Туда,0,0,0,1.1
1384.51,23,9,Туда,0,0,0,1.1
1387.07,23,10,Туда,0,1,0,0.0
1390.12,23,10,Обратно,0,0,0,0.0
1392.75,23,9,Обратно,0,0,0,0.0
1394.93,23,8,Обратно,0,0,0,0.0
1397.13,23,7,Обратно,0,0,0,0.0
1399.51,23,6,Обратно,0,0,0,0.0
1402.20,23,5,Обратно,0,0,0,0.0
1404.81,23,4,Обратно,0,0,0,0.0
1407.36,23,3,Обратно,1,0,1,1.1
1409.92,23,2,Обратно,0,0,0,1.1
1412.54,23,1,Обратно,0,1,0,0.0
