Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
701.29,11,9,Обратно,4,0,4,7.8
704.50,11,8,Обратно,2,2,2,7.8
707.68,11,7,Обратно,9,2,9,15.6
711.63,11,6,Обратно,0,4,0,11.1
715.96,11,5,Обратно,5,5,5,11.1
720.31,12,4,Обратно,4,4,4,11.1
724.70,12,3,Обратно,12,4,12,20.0
729.30,12,2,Обратно,3,8,3,14.4
733.85,12,1,Обратно,1,13,1,1.1
777.02,12,1,Туда,3,0,3,4.4
781.26,13,2,Туда,3,1,3,6.7
785.24,13,3,Туда,0,1,0,5.6
789.11,13,4,Туда,5,1,5,10.0
793.45,13,5,Туда,0,4,0,5.6
797.86,13,6,Туда,7,1,7,12.2
801.57,13,7,Туда,5,4,5,13.3
805.02,13,8,Туда,4,5,4,12.2
808.55,13,9,Туда,0,5,0,6.7
812.65,13,10,Туда,4,6,4,4.4
816.15,13,10,Обратно,0,0,0,4.4
820.09,13,9,Обратно,6,1,6,10.0
823.43,13,8,Обратно,1,2,1,8.9
826.61,13,7,Обратно,3,2,3,10.0
830.31,13,6,Обратно,2,3,2,8.9
834.68,13,5,Обратно,7,4,7,12.2
839.08,13,4,Обратно,2,4,2,10.0
843.38,14,3,Обратно,6,3,6,13.3
847.47,14,2,Обратно,0,5,0,7.8
851.77,14,1,Обратно,8,7,8,8.9
897.02,14,1,Туда,0,1,0,7.8
901.28,15,2,Туда,2,1,2,8.9
905.20,15,3,Туда,0,2,0,6.7
909.35,15,4,Туда,8,1,8,14.4
913.67,15,5,Туда,5,7,5,12.2
918.49,15,6,Туда,11,4,11,20.0
922.58,15,7,Туда,2,7,2,14.4
925.98,15,8,Туда,6,5,6,15.6
929.59,15,9,Туда,1,6,1,10.0
933.89,15,10,Туда,6,9,6,6.7
937.64,15,10,Обратно,3,1,3,8.9
941.82,15,9,Обратно,5,2,5,12.2
945.21,15,8,Обратно,3,3,3,12.2
948.50,15,7,Обратно,6,3,6,15.6
952.28,15,6,Обратно,2,4,2,13.3
956.67,15,5,Обратно,5,6,5,12.2
961.18,16,4,Обратно,9,4,9,17.8
966.68,16,3,Обратно,0,7,0,10.0
971.61,16,2,Обратно,2,4,2,7.8
977.06,16,1,Обратно,3,7,3,3.3
1017.02,16,1,Туда,4,0,4,7.8
1022.24,17,2,Туда,19,1,19,27.8
1031.94,17,3,Туда,11,7,11,32.2
1042.14,17,4,Туда,42,9,42,68.9
1053.99,17,5,Туда,33,34,33,67.8
1067.24,17,6,Туда,16,23,16,60.0
1076.69,17,7,Туда,0,22,0,35.6
1084.09,18,8,Туда,21,14,21,43.3
1092.14,18,9,Туда,12,18,12,36.7
1102.94,18,10,Туда,22,33,22,24.4
1108.69,18,10,Обратно,7,5,7,26.7
1118.59,18,9,Обратно,11,6,11,32.2
1125.74,18,8,Обратно,19,8,19,44.4
1133.39,18,7,Обратно,45,12,45,81.1
1143.74,19,6,Обратно,4,25,4,57.8
1150.12,19,5,Обратно,29,30,29,56.7
1157.72,19,4,Обратно,22,20,22,58.9
1164.70,19,3,Обратно,2,23,2,35.6
1170.42,19,2,Обратно,3,15,3,22.2
1176.26,19,1,Обратно,8,20,8,8.9
1193.73,19,1,Туда,2,1,2,10.0
1198.74,19,2,Туда,6,2,6,14.4
1202.13,20,3,Туда,3,3,3,14.4
1205.54,20,4,Туда,5,4,5,15.6
1209.13,20,5,Туда,0,7,0,7.8
1212.75,20,6,Туда,4,2,4,10.0
1215.78,20,7,Туда,1,3,1,7.8
1218.51,20,8,Туда,1,3,1,5.6
1221.25,20,9,Туда,0,2,0,3.3
1224.45,20,10,Туда,0,3,0,0.0
1227.60,20,10,Обратно,0,0,0,0.0
1230.75,20,9,Обратно,2,0,2,2.2
1233.37,20,8,Обратно,4,0,4,6.7
1236.04,20,7,Обратно,2,1,2,7.8
1238.89,20,6,Обратно,0,2,0,5.6
1242.22,20,5,Обратно,4,2,4,7.8
1245.61,20,4,Обратно,4,2,4,10.0
1249.06,20,3,Обратно,0,3,0,6.7
1252.19,20,2,Обратно,2,2,2,6.7
1255.64,20,1,Обратно,1,6,1,1.1
1341.73,22,1,Туда,3,0,3,4.4
1345.22,22,2,Туда,0,1,0,3.3
1348.24,22,3,Туда,0,0,0,3.3
1351.42,22,4,Туда,1,0,1,4.4
1354.65,22,5,Туда,1,2,1,3.3
1358.05,22,6,Туда,1,1,1,3.3
1360.87,22,7,Туда,2,1,2,4.4
1363.52,22,8,Туда,0,1,0,3.3
1366.05,22,9,Туда,1,1,1,3.3
1369.23,22,10,Туда,1,3,1,1.1
1372.43,22,10,Обратно,0,0,0,1.1
1375.49,22,9,Обратно,2,0,2,3.3
1378.07,22,8,Обратно,0,0,0,3.3
1380.57,23,7,Обратно,0,0,0,3.3
1382.87,23,6,Обратно,0,1,0,2.2
1385.55,23,5,Обратно,1,1,1,2.2
1388.26,23,4,Обратно,0,0,0,2.2
1390.87,23,3,Обратно,0,0,0,2.2
1393.40,23,2,Обратно,0,0,0,2.2
1396.08,23,1,Обратно,0,2,0,0.0
