Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
699.90,11,8,Туда,4,5,4,12.2
703.43,11,9,Туда,1,5,1,7.8
707.62,11,10,Туда,5,7,5,5.6
711.22,11,10,Обратно,1,1,1,5.6
715.33,11,9,Обратно,6,1,6,11.1
718.61,11,8,Обратно,2,2,2,11.1
721.82,12,7,Обратно,2,3,2,10.0
725.52,12,6,Обратно,0,3,0,6.7
729.74,12,5,Обратно,11,3,11,15.6
734.34,12,4,Обратно,3,5,3,13.3
738.70,12,3,Обратно,4,5,4,12.2
742.90,12,2,Обратно,1,5,1,7.8
747.34,12,1,Обратно,0,7,0,0.0
792.02,13,1,Туда,5,0,5,5.6
796.46,13,2,Туда,3,1,3,7.8
800.31,13,3,Туда,11,2,11,17.8
804.91,13,4,Туда,4,5,4,16.7
809.19,13,5,Туда,3,8,3,11.1
813.80,13,6,Туда,8,3,8,16.7
817.74,13,7,Туда,3,6,3,13.3
821.15,13,8,Туда,6,5,6,14.4
824.65,13,9,Туда,1,6,1,8.9
828.83,13,10,Туда,4,8,4,4.4
832.43,13,10,Обратно,3,0,3,7.8
836.50,13,9,Обратно,6,1,6,13.3
839.80,13,8,Обратно,0,3,0,10.0
843.00,14,7,Обратно,4,2,4,12.2
846.75,14,6,Обратно,0,3,0,8.9
851.08,14,5,Обратно,6,4,6,11.1
855.58,14,4,Обратно,3,4,3,10.0
859.81,14,3,Обратно,1,3,1,7.8
863.74,14,2,Обратно,3,3,3,7.8
868.07,14,1,Обратно,0,7,0,0.0
912.02,15,1,Туда,0,0,0,0.0
916.25,15,2,Туда,2,0,2,2.2
920.20,15,3,Туда,3,0,3,5.6
924.41,15,4,Туда,4,1,4,8.9
928.67,15,5,Туда,0,4,0,4.4
932.96,15,6,Туда,3,1,3,6.7
936.48,15,7,Туда,1,2,1,5.6
939.65,15,8,Туда,6,2,6,10.0
943.05,15,9,Туда,0,4,0,5.6
947.20,15,10,Туда,4,5,4,4.4
950.65,15,10,Обратно,0,0,0,4.4
954.66,15,9,Обратно,1,1,1,4.4
957.80,15,8,Обратно,1,1,1,4.4
960.96,16,7,Обратно,9,1,9,13.3
965.44,16,6,Обратно,0,4,0,8.9
970.73,16,5,Обратно,9,4,9,14.4
976.01,16,4,Обратно,0,5,0,8.9
981.16,16,3,Обратно,13,3,13,20.0
986.54,16,2,Обратно,9,8,9,21.1
992.37,16,1,Обратно,5,19,5,5.6
1032.02,17,1,Туда,15,1,15,21.1
1042.72,17,2,Туда,11,4,11,28.9
1052.17,17,3,Туда,28,7,28,52.2
1063.22,17,4,Туда,22,15,22,60.0
1074.37,17,5,Туда,14,29,14,43.3
1086.42,18,6,Туда,4,14,4,32.2
1094.82,18,7,Туда,27,11,27,50.0
1103.02,18,8,Туда,24,19,24,55.6
1111.47,18,9,Туда,0,23,0,30.0
1121.92,18,10,Туда,17,27,17,18.9
1127.12,18,10,Обратно,1,3,1,16.7
1136.62,18,9,Обратно,0,3,0,13.3
1143.07,19,8,Обратно,16,3,16,27.8
1147.49,19,7,Обратно,0,8,0,18.9
1151.94,19,6,Обратно,1,5,1,14.4
1157.28,19,5,Обратно,1,7,1,7.8
1162.28,19,4,Обратно,0,2,0,5.6
1167.01,19,3,Обратно,1,2,1,4.4
1171.67,19,2,Обратно,0,1,0,3.3
1176.58,19,1,Обратно,0,3,0,0.0
1177.73,19,1,Туда,2,0,2,2.2
1182.83,19,2,Туда,0,0,0,2.2
1187.39,19,3,Туда,7,0,7,10.0
1192.51,19,4,Туда,0,2,0,7.8
1197.39,19,5,Туда,12,3,12,17.8
1203.19,20,6,Туда,0,6,0,11.1
1206.20,20,7,Туда,8,4,8,15.6
1209.31,20,8,Туда,6,6,6,15.6
1212.37,20,9,Туда,2,6,2,11.1
1215.92,20,10,Туда,1,10,1,1.1
1219.47,20,10,Обратно,0,0,0,1.1
1222.61,20,9,Обратно,0,0,0,1.1
1225.09,20,8,Обратно,0,0,0,1.1
1227.59,20,7,Обратно,6,0,6,7.8
1230.69,20,6,Обратно,4,2,4,10.0
1234.33,20,5,Обратно,6,5,6,11.1
1237.99,20,4,Обратно,4,4,4,11.1
1241.51,20,3,Обратно,5,4,5,12.2
1245.01,20,2,Обратно,11,5,11,18.9
1249.13,20,1,Обратно,0,17,0,0.0
1321.73,22,1,Туда,2,0,2,2.2
1325.01,22,2,Туда,1,0,1,3.3
1328.12,22,3,Туда,2,0,2,5.6
1331.42,22,4,Туда,5,1,5,10.0
1334.88,22,5,Туда,0,4,0,5.6
1338.30,22,6,Туда,2,1,2,6.7
1341.16,22,7,Туда,0,2,0,4.4
1343.74,22,8,Туда,0,1,0,3.3
1346.26,22,9,Туда,1,1,1,3.3
1349.48,22,10,Туда,4,3,4,4.4
1352.83,22,10,Обратно,0,0,0,4.4
1356.04,22,9,Обратно,0,1,0,3.3
1358.63,22,8,Обратно,0,0,0,3.3
1361.14,22,7,Обратно,0,0,0,3.3
1363.88,22,6,Обратно,0,1,0,2.2
1367.21,22,5,Обратно,0,1,0,1.1
1370.43,22,4,Обратно,2,0,2,3.3
1373.61,22,3,Обратно,1,1,1,3.3
1376.73,22,2,Обратно,0,1,0,2.2
1380.05,23,1,Обратно,0,2,0,0.0
