Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Загруженность (%)
997.55,16,6,Туда,10,2,10,16.7
1002.17,16,7,Туда,0,6,0,10.0
1006.01,16,8,Туда,7,3,7,14.4
1010.07,16,9,Туда,1,6,1,8.9
1015.16,16,10,Туда,9,8,9,10.0
1019.01,16,10,Обратно,5,2,5,13.3
1028.66,17,9,Обратно,14,3,14,25.6
1035.81,17,8,Обратно,16,6,16,36.7
1043.21,17,7,Обратно,1,10,1,26.7
1051.26,17,6,Обратно,29,8,29,50.0
1063.01,17,5,Обратно,14,26,14,36.7
1074.31,17,4,Обратно,9,13,9,32.2
1084.71,18,3,Обратно,21,12,21,42.2
1095.06,18,2,Обратно,13,17,13,37.8
1106.46,18,1,Обратно,45,34,45,50.0
1111.41,18,1,Туда,8,10,8,47.8
1122.21,18,2,Туда,45,11,45,85.6
1133.71,18,3,Туда,15,22,15,77.8
1144.86,19,4,Туда,14,22,14,68.9
1151.31,19,5,Туда,2,34,2,33.3
1158.15,19,6,Туда,6,11,6,27.8
1162.98,19,7,Туда,9,10,9,26.7
1167.34,19,8,Туда,23,10,23,41.1
1172.55,19,9,Туда,2,17,2,24.4
1178.39,19,10,Туда,13,22,13,14.4
1183.14,19,10,Обратно,7,2,7,20.0
1188.30,19,9,Обратно,14,4,14,31.1
1192.76,19,8,Обратно,2,8,2,24.4
1196.84,19,7,Обратно,4,7,4,21.1
1201.49,20,6,Обратно,6,6,6,21.1
1205.33,20,5,Обратно,2,11,2,11.1
1209.16,20,4,Обратно,1,4,1,7.8
1212.57,20,3,Обратно,3,3,3,7.8
1215.88,20,2,Обратно,3,3,3,7.8
1219.43,20,1,Обратно,4,7,4,4.4
1241.73,20,1,Туда,4,0,4,8.9
1245.11,20,2,Туда,0,2,0,6.7
1248.27,20,3,Туда,4,1,4,10.0
1251.68,20,4,Туда,2,2,2,10.0
1254.97,20,5,Туда,0,4,0,5.6
1258.39,20,6,Туда,4,1,4,8.9
1261.37,21,7,Туда,4,3,4,10.0
1264.23,21,8,Туда,0,3,0,6.7
1266.85,21,9,Туда,1,2,1,5.6
1270.20,21,10,Туда,4,5,4,4.4
1273.65,21,10,Обратно,0,0,0,4.4
1276.79,21,9,Обратно,1,1,1,4.4
1279.38,21,8,Обратно,1,1,1,4.4
1282.02,21,7,Обратно,2,1,2,5.6
1284.92,21,6,Обратно,0,1,0,4.4
1288.20,21,5,Обратно,2,2,2,4.4
1291.60,21,4,Обратно,0,1,0,3.3
1294.73,21,3,Обратно,0,1,0,2.2
1297.76,21,2,Обратно,7,0,7,10.0
1301.44,21,1,Обратно,2,9,2,2.2
1411.73,23,1,Туда,0,0,0,2.2
1414.37,23,2,Туда,0,0,0,2.2
1416.85,23,3,Туда,0,0,0,2.2
1419.48,23,4,Туда,0,0,0,2.2
1422.11,23,5,Туда,0,1,0,1.1
1424.77,23,6,Туда,0,0,0,1.1
1427.11,23,7,Туда,0,0,0,1.1
1429.27,23,8,Туда,0,0,0,1.1
1431.44,23,9,Туда,0,0,0,1.1
1434.01,23,10,Туда,0,1,0,0.0
1437.06,23,10,Обратно,0,0,0,0.0
1439.65,23,9,Обратно,0,0,0,0.0
