Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
753.31,12,3,Туда,1,2,1,8,8.9
756.53,12,4,Туда,2,2,2,8,8.9
760.91,12,5,Туда,0,4,0,4,4.4
764.63,12,6,Туда,9,1,9,12,13.3
768.71,12,7,Туда,2,4,2,10,11.1
772.70,12,8,Туда,5,4,5,11,12.2
776.45,12,9,Туда,1,5,1,7,7.8
780.19,13,10,Туда,3,7,3,3,3.3
783.69,13,10,Обратно,1,0,1,4,4.4
787.19,13,9,Обратно,5,1,5,8,8.9
790.78,13,8,Обратно,0,2,0,6,6.7
794.64,13,7,Обратно,3,1,3,8,8.9
798.37,13,6,Обратно,4,2,4,10,11.1
802.18,13,5,Обратно,4,5,4,9,10.0
806.97,13,4,Обратно,0,3,0,6,6.7
810.06,13,3,Обратно,7,2,7,11,12.2
814.36,13,2,Обратно,2,5,2,8,8.9
818.75,13,1,Обратно,6,8,6,6,6.7
865.46,14,1,Туда,2,1,2,7,7.8
869.51,14,2,Туда,3,1,3,9,10.0
873.36,14,3,Туда,2,2,2,9,10.0
876.54,14,4,Туда,4,2,4,11,12.2
881.15,14,5,Туда,1,6,1,6,6.7
885.08,14,6,Туда,6,2,6,10,11.1
889.05,14,7,Туда,2,4,2,8,8.9
893.13,14,8,Туда,8,3,8,13,14.4
896.97,14,9,Туда,3,6,3,10,11.1
900.72,15,10,Туда,4,10,4,4,4.4
904.42,15,10,Обратно,1,0,1,5,5.6
907.85,15,9,Обратно,3,1,3,7,7.8
911.36,15,8,Обратно,1,2,1,6,6.7
915.32,15,7,Обратно,7,1,7,12,13.3
919.19,15,6,Обратно,2,4,2,10,11.1
922.99,15,5,Обратно,3,5,3,8,8.9
927.66,15,4,Обратно,4,3,4,9,10.0
931.00,15,3,Обратно,4,3,4,10,11.1
935.21,15,2,Обратно,2,4,2,8,8.9
939.39,15,1,Обратно,4,8,4,4,4.4
985.46,16,1,Туда,11,0,11,15,16.7
990.67,16,2,Туда,5,3,5,17,18.9
995.51,16,3,Туда,8,4,8,21,23.3
999.70,16,4,Туда,7,6,7,22,24.4
1005.67,16,5,Туда,12,12,12,22,24.4
1010.99,16,6,Туда,6,8,6,20,22.2
1015.83,16,7,Туда,0,8,0,12,13.3
1020.82,17,8,Туда,10,5,10,17,18.9
1029.07,17,9,Туда,4,7,4,14,15.6
1037.12,17,10,Туда,17,14,17,17,18.9
1041.67,17,10,Обратно,6,3,6,20,22.2
1049.62,17,9,Обратно,29,5,29,44,48.9
1058.82,17,8,Обратно,15,12,15,47,52.2
1068.87,17,7,Обратно,28,15,28,60,66.7
1079.12,17,6,Обратно,20,21,20,59,65.6
1089.27,18,5,Обратно,11,34,11,36,40.0
1102.02,18,4,Обратно,14,14,14,36,40.0
1109.72,18,3,Обратно,36,15,36,57,63.3
1120.97,18,2,Обратно,7,26,7,38,42.2
1131.92,18,1,Обратно,38,38,38,38,42.2
1136.72,18,1,Туда,4,8,4,34,37.8
1146.62,19,2,Туда,6,8,6,32,35.6
1151.72,19,3,Туда,6,9,6,29,32.2
1155.98,19,4,Туда,9,9,9,29,32.2
1162.08,19,5,Туда,0,15,0,14,15.6
1167.15,19,6,Туда,18,5,18,27,30.0
1172.51,19,7,Туда,0,11,0,16,17.8
1177.65,19,8,Туда,9,7,9,18,20.0
1182.41,19,9,Туда,11,8,11,21,23.3
1187.41,19,10,Туда,4,21,4,4,4.4
1191.66,19,10,Обратно,3,0,3,7,7.8
1195.89,19,9,Обратно,4,1,4,10,11.1
1200.16,20,8,Обратно,2,2,2,10,11.1
1203.43,20,7,Обратно,0,3,0,7,7.8
1206.49,20,6,Обратно,0,2,0,5,5.6
1209.52,20,5,Обратно,2,2,2,5,5.6
1213.08,20,4,Обратно,1,2,1,4,4.4
1215.68,20,3,Обратно,3,1,3,6,6.7
1218.90,20,2,Обратно,6,2,6,10,11.1
1222.44,20,1,Обратно,3,10,3,3,3.3
1245.12,20,1,Туда,0,0,0,3,3.3
1248.24,20,2,Туда,0,0,0,3,3.3
1251.30,20,3,Туда,0,0,0,3,3.3
1253.78,20,4,Туда,1,0,1,4,4.4
1257.22,20,5,Туда,3,2,3,5,5.6
1260.36,21,6,Туда,2,1,2,6,6.7
1263.34,21,7,Туда,8,2,8,12,13.3
1266.89,21,8,Туда,0,5,0,7,7.8
1269.86,21,9,Туда,2,3,2,6,6.7
1272.82,21,10,Туда,6,6,6,6,6.7
1276.42,21,10,Обратно,1,1,1,6,6.7
1279.24,21,9,Обратно,1,1,1,6,6.7
1282.08,21,8,Обратно,7,1,7,12,13.3
1285.49,21,7,Обратно,0,3,0,9,10.0
1288.50,21,6,Обратно,3,3,3,9,10.0
1291.69,21,5,Обратно,7,5,7,11,12.2
1295.67,21,4,Обратно,0,4,0,7,7.8
1298.42,21,3,Обратно,2,3,2,6,6.7
1301.74,21,2,Обратно,5,2,5,9,10.0
1305.20,21,1,Обратно,0,9,0,0,0.0
1415.12,23,1,Туда,0,0,0,0,0.0
1417.69,23,2,Туда,0,0,0,0,0.0
1420.19,23,3,Туда,0,0,0,0,0.0
1422.37,23,4,Туда,0,0,0,0,0.0
1425.09,23,5,Туда,0,0,0,0,0.0
1427.52,23,6,Туда,0,0,0,0,0.0
1429.96,23,7,Туда,0,0,0,0,0.0
1432.43,23,8,Туда,0,0,0,0,0.0
1434.74,23,9,Туда,0,0,0,0,0.0
1437.09,23,10,Туда,0,0,0,0,0.0
