Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
1158.97,19,7,Туда,6,19,6,35,38.9
1164.69,19,8,Туда,18,15,18,38,42.2
1170.32,19,9,Туда,6,17,6,27,30.0
1175.37,19,10,Туда,18,27,18,18,20.0
1180.62,19,10,Обратно,1,4,1,15,16.7
1184.82,19,9,Обратно,4,3,4,16,17.8
1189.12,19,8,Обратно,9,4,9,21,23.3
1194.36,19,7,Обратно,4,6,4,19,21.1
1199.05,19,6,Обратно,2,6,2,15,16.7
1202.35,20,5,Обратно,0,8,0,7,7.8
1206.07,20,4,Обратно,2,2,2,7,7.8
1208.77,20,3,Обратно,0,3,0,4,4.4
1212.00,20,2,Обратно,1,1,1,4,4.4
1215.16,20,1,Обратно,4,4,4,4,4.4
1225.12,20,1,Туда,2,0,2,6,6.7
1228.27,20,2,Туда,5,1,5,10,11.1
1231.63,20,3,Туда,0,2,0,8,8.9
1234.26,20,4,Туда,0,2,0,6,6.7
1237.80,20,5,Туда,0,3,0,3,3.3
1240.77,20,6,Туда,1,1,1,3,3.3
1243.73,20,7,Туда,2,1,2,4,4.4
1246.84,20,8,Туда,3,1,3,6,6.7
1249.84,20,9,Туда,4,2,4,8,8.9
1252.91,20,10,Туда,5,8,5,5,5.6
1256.56,20,10,Обратно,0,1,0,4,4.4
1259.32,20,9,Обратно,5,1,5,8,8.9
1262.40,21,8,Обратно,5,2,5,11,12.2
1265.70,21,7,Обратно,0,3,0,8,8.9
1268.68,21,6,Обратно,0,2,0,6,6.7
1271.59,21,5,Обратно,7,3,7,10,11.1
1275.41,21,4,Обратно,0,4,0,6,6.7
1278.15,21,3,Обратно,1,2,1,5,5.6
1281.25,21,2,Обратно,4,2,4,7,7.8
1284.67,21,1,Обратно,6,7,6,6,6.7
1385.12,23,1,Туда,0,1,0,5,5.6
1387.72,23,2,Туда,0,1,0,4,4.4
1390.22,23,3,Туда,0,1,0,3,3.3
1392.42,23,4,Туда,0,0,0,3,3.3
1395.18,23,5,Туда,0,1,0,2,2.2
1397.68,23,6,Туда,0,0,0,2,2.2
1400.14,23,7,Туда,1,0,1,3,3.3
1402.66,23,8,Туда,0,1,0,2,2.2
1405.08,23,9,Туда,0,0,0,2,2.2
1407.42,23,10,Туда,0,2,0,0,0.0
1410.52,23,10,Обратно,0,0,0,0,0.0
1412.87,23,9,Обратно,0,0,0,0,0.0
1415.25,23,8,Обратно,0,0,0,0,0.0
1417.78,23,7,Обратно,0,0,0,0,0.0
1420.18,23,6,Обратно,1,0,1,1,1.1
1422.64,23,5,Обратно,0,0,0,1,1.1
1425.39,23,4,Обратно,0,0,0,1,1.1
1427.56,23,3,Обратно,0,0,0,1,1.1
1430.11,23,2,Обратно,0,0,0,1,1.1
1432.65,23,1,Обратно,0,1,0,0,0.0
