Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
891.19,14,4,Туда,7,0,7,10,11.1
895.74,14,5,Туда,0,5,0,5,5.6
899.56,14,6,Туда,6,1,6,10,11.1
903.57,15,7,Туда,2,4,2,8,8.9
907.60,15,8,Туда,6,3,6,11,12.2
911.48,15,9,Туда,0,5,0,6,6.7
915.06,15,10,Туда,4,6,4,4,4.4
918.56,15,10,Обратно,2,0,2,6,6.7
922.08,15,9,Обратно,2,1,2,7,7.8
925.57,15,8,Обратно,0,2,0,5,5.6
929.39,15,7,Обратно,6,1,6,10,11.1
933.29,15,6,Обратно,4,3,4,11,12.2
937.22,15,5,Обратно,6,6,6,11,12.2
942.17,15,4,Обратно,1,4,1,8,8.9
945.38,15,3,Обратно,6,3,6,11,12.2
949.65,15,2,Обратно,4,5,4,10,11.1
954.09,15,1,Обратно,7,10,7,7,7.8
1000.46,16,1,Туда,7,1,7,13,14.4
1005.65,16,2,Туда,1,3,1,11,12.2
1010.37,16,3,Туда,9,3,9,17,18.9
1014.49,16,4,Туда,0,5,0,12,13.3
1020.06,17,5,Туда,31,6,31,37,41.1
1030.01,17,6,Туда,18,14,18,41,45.6
1039.71,17,7,Туда,35,16,35,60,66.7
1050.96,17,8,Туда,22,26,22,56,62.2
1060.86,17,9,Туда,17,26,17,47,52.2
1070.51,17,10,Туда,30,47,30,30,33.3
1077.36,17,10,Обратно,7,6,7,31,34.4
1085.51,18,9,Обратно,28,8,28,51,56.7
1094.81,18,8,Обратно,16,14,16,53,58.9
1105.01,18,7,Обратно,8,16,8,45,50.0
1114.31,18,6,Обратно,41,15,41,71,78.9
1125.21,18,5,Обратно,29,41,29,59,65.6
1139.21,18,4,Обратно,26,24,26,61,67.8
1145.15,19,3,Обратно,15,26,15,50,55.6
1151.66,19,2,Обратно,1,23,1,28,31.1
1157.69,19,1,Обратно,11,28,11,11,12.2
1160.64,19,1,Туда,0,2,0,9,10.0
1165.63,19,2,Туда,0,2,0,7,7.8
1170.11,19,3,Туда,4,2,4,9,10.0
1173.82,19,4,Туда,8,2,8,15,16.7
1179.54,19,5,Туда,21,8,21,28,31.1
1185.12,19,6,Туда,14,10,14,32,35.6
1190.50,19,7,Туда,17,13,17,36,40.0
1196.43,19,8,Туда,6,15,6,27,30.0
1201.46,20,9,Туда,3,12,3,18,20.0
1204.90,20,10,Туда,4,18,4,4,4.4
1209.00,20,10,Обратно,3,0,3,7,7.8
1211.92,20,9,Обратно,1,1,1,7,7.8
1214.81,20,8,Обратно,0,2,0,5,5.6
1217.94,20,7,Обратно,0,1,0,4,4.4
1220.82,20,6,Обратно,5,1,5,8,8.9
1223.96,20,5,Обратно,1,4,1,5,5.6
1227.66,20,4,Обратно,4,2,4,7,7.8
1230.51,20,3,Обратно,3,3,3,7,7.8
1233.79,20,2,Обратно,0,3,0,4,4.4
1237.06,20,1,Обратно,3,4,3,3,3.3
1265.12,21,1,Туда,1,0,1,4,4.4
1268.35,21,2,Туда,4,1,4,7,7.8
1271.68,21,3,Туда,2,2,2,7,7.8
1274.39,21,4,Туда,6,2,6,11,12.2
1278.09,21,5,Туда,1,6,1,6,6.7
1281.26,21,6,Туда,5,2,5,9,10.0
1284.45,21,7,Туда,9,3,9,15,16.7
1288.12,21,8,Туда,1,6,1,10,11.1
1291.24,21,9,Туда,5,4,5,11,12.2
1294.48,21,10,Туда,6,11,6,6,6.7
1298.33,21,10,Обратно,0,1,0,5,5.6
1301.12,21,9,Обратно,0,1,0,4,4.4
1303.88,21,8,Обратно,6,1,6,9,10.0
1307.24,21,7,Обратно,2,2,2,9,10.0
1310.30,21,6,Обратно,3,3,3,9,10.0
1313.49,21,5,Обратно,4,5,4,8,8.9
1317.37,21,4,Обратно,0,3,0,5,5.6
1320.03,22,3,Обратно,0,2,0,3,3.3
1323.12,22,2,Обратно,1,1,1,3,3.3
1326.42,22,1,Обратно,0,3,0,0,0.0
