Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
1202.01,20,4,Туда,4,6,4,17,18.9
1205.93,20,5,Туда,1,9,1,9,10.0
1209.32,20,6,Туда,2,3,2,8,8.9
1212.47,20,7,Туда,1,3,1,6,6.7
1215.61,20,8,Туда,0,2,0,4,4.4
1218.48,20,9,Туда,1,1,1,4,4.4
1221.28,20,10,Туда,2,4,2,2,2.2
1224.58,20,10,Обратно,1,0,1,3,3.3
1227.37,20,9,Обратно,1,0,1,4,4.4
1230.17,20,8,Обратно,1,1,1,4,4.4
1233.33,20,7,Обратно,5,1,5,8,8.9
1236.57,20,6,Обратно,6,2,6,12,13.3
1239.89,20,5,Обратно,0,6,0,6,6.7
1243.65,20,4,Обратно,2,2,2,6,6.7
1246.39,20,3,Обратно,3,2,3,7,7.8
1249.58,20,2,Обратно,0,3,0,4,4.4
1252.87,20,1,Обратно,3,4,3,3,3.3
1325.12,22,1,Туда,2,0,2,5,5.6
1328.31,22,2,Туда,0,1,0,4,4.4
1331.44,22,3,Туда,0,1,0,3,3.3
1333.97,22,4,Туда,3,0,3,6,6.7
1337.46,22,5,Туда,0,3,0,3,3.3
1340.53,22,6,Туда,0,1,0,2,2.2
1343.40,22,7,Туда,3,0,3,5,5.6
1346.54,22,8,Туда,0,2,0,3,3.3
1349.33,22,9,Туда,0,1,0,2,2.2
1352.08,22,10,Туда,0,2,0,0,0.0
1355.18,22,10,Обратно,0,0,0,0,0.0
1357.90,22,9,Обратно,0,0,0,0,0.0
1360.65,22,8,Обратно,1,0,1,1,1.1
1363.73,22,7,Обратно,0,0,0,1,1.1
1366.57,22,6,Обратно,1,0,1,2,2.2
1369.43,22,5,Обратно,2,1,2,3,3.3
1372.91,22,4,Обратно,2,1,2,4,4.4
1375.52,22,3,Обратно,1,1,1,4,4.4
1378.68,22,2,Обратно,2,1,2,5,5.6
1381.92,23,1,Обратно,0,5,0,0,0.0
