Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
726.56,12,9,Обратно,7,1,7,13,14.4
730.27,12,8,Обратно,1,3,1,11,12.2
734.22,12,7,Обратно,5,3,5,13,14.4
738.29,12,6,Обратно,1,4,1,10,11.1
742.09,12,5,Обратно,12,5,12,17,18.9
747.17,12,4,Обратно,5,6,5,16,17.8
750.72,12,3,Обратно,6,7,6,15,16.7
755.06,12,2,Обратно,1,7,1,9,10.0
759.39,12,1,Обратно,10,9,10,10,11.1
805.46,13,1,Туда,5,2,5,13,14.4
809.72,13,2,Туда,2,3,2,12,13.3
813.84,13,3,Туда,1,3,1,10,11.1
817.04,13,4,Туда,8,3,8,15,16.7
822.01,13,5,Туда,0,8,0,7,7.8
825.95,13,6,Туда,7,2,7,12,13.3
829.87,13,7,Туда,2,4,2,10,11.1
833.98,13,8,Туда,1,4,1,7,7.8
837.60,13,9,Туда,3,3,3,7,7.8
841.21,14,10,Туда,4,7,4,4,4.4
844.76,14,10,Обратно,1,0,1,5,5.6
848.22,14,9,Обратно,6,1,6,10,11.1
851.90,14,8,Обратно,1,2,1,9,10.0
855.79,14,7,Обратно,1,2,1,8,8.9
859.44,14,6,Обратно,1,2,1,7,7.8
863.24,14,5,Обратно,6,4,6,9,10.0
868.06,14,4,Обратно,5,3,5,11,12.2
871.50,14,3,Обратно,6,4,6,13,14.4
875.73,14,2,Обратно,3,6,3,10,11.1
880.06,14,1,Обратно,7,10,7,7,7.8
925.46,15,1,Туда,1,1,1,7,7.8
929.55,15,2,Туда,2,1,2,8,8.9
933.44,15,3,Туда,1,2,1,7,7.8
936.65,15,4,Туда,5,2,5,10,11.1
941.21,15,5,Туда,3,5,3,8,8.9
945.19,15,6,Туда,8,3,8,13,14.4
949.32,15,7,Туда,1,5,1,9,10.0
953.43,15,8,Туда,14,3,14,20,22.2
957.59,15,9,Туда,2,9,2,13,14.4
961.49,16,10,Туда,8,13,8,8,8.9
965.54,16,10,Обратно,0,1,0,7,7.8
969.55,16,9,Обратно,9,1,9,15,16.7
974.00,16,8,Обратно,0,4,0,11,12.2
978.75,16,7,Обратно,8,3,8,16,17.8
983.43,16,6,Обратно,3,5,3,14,15.6
987.97,16,5,Обратно,13,8,13,19,21.1
994.14,16,4,Обратно,8,7,8,20,22.2
998.38,16,3,Обратно,1,8,1,13,14.4
1003.45,16,2,Обратно,9,6,9,16,17.8
1008.83,16,1,Обратно,4,16,4,4,4.4
1038.46,17,1,Туда,7,0,7,11,12.2
1048.11,17,2,Туда,14,2,14,23,25.6
1057.61,17,3,Туда,14,6,14,31,34.4
1064.91,17,4,Туда,8,9,8,30,33.3
1076.26,17,5,Туда,6,16,6,20,22.2
1085.46,18,6,Туда,8,7,8,21,23.3
1094.31,18,7,Туда,10,8,10,23,25.6
1103.91,18,8,Туда,11,10,11,24,26.7
1112.46,18,9,Туда,2,11,2,15,16.7
1120.61,18,10,Туда,7,15,7,7,7.8
1124.71,18,10,Обратно,1,1,1,7,7.8
1132.31,18,9,Обратно,1,1,1,7,7.8
1139.91,18,8,Обратно,0,2,0,5,5.6
1144.53,19,7,Обратно,11,1,11,15,16.7
1149.26,19,6,Обратно,6,5,6,16,17.8
1154.00,19,5,Обратно,5,9,5,12,13.3
1159.82,19,4,Обратно,6,4,6,14,15.6
1163.89,19,3,Обратно,4,6,4,12,13.3
1168.92,19,2,Обратно,6,5,6,13,14.4
1174.31,19,1,Обратно,0,13,0,0,0.0
1181.12,19,1,Туда,2,0,2,2,2.2
1186.05,19,2,Туда,5,0,5,7,7.8
1190.80,19,3,Туда,0,2,0,5,5.6
1194.37,19,4,Туда,7,1,7,11,12.2
1200.13,20,5,Туда,5,6,5,10,11.1
1203.52,20,6,Туда,2,3,2,9,10.0
1206.65,20,7,Туда,1,3,1,7,7.8
1209.86,20,8,Туда,0,3,0,4,4.4
1212.76,20,9,Туда,0,1,0,3,3.3
1215.57,20,10,Туда,1,3,1,1,1.1
1218.77,20,10,Обратно,1,0,1,2,2.2
1221.52,20,9,Обратно,2,0,2,4,4.4
1224.36,20,8,Обратно,2,1,2,5,5.6
1227.58,20,7,Обратно,0,1,0,4,4.4
1230.57,20,6,Обратно,3,1,3,6,6.7
1233.60,20,5,Обратно,0,3,0,3,3.3
1237.10,20,4,Обратно,0,1,0,2,2.2
1239.64,20,3,Обратно,1,0,1,3,3.3
1242.65,20,2,Обратно,2,1,2,4,4.4
1245.99,20,1,Обратно,0,4,0,0,0.0
1305.12,21,1,Туда,0,0,0,0,0.0
1308.28,21,2,Туда,3,0,3,3,3.3
1311.37,21,3,Туда,4,0,4,7,7.8
1314.07,21,4,Туда,1,2,1,6,6.7
1317.52,21,5,Туда,2,3,2,5,5.6
1320.65,22,6,Туда,2,1,2,6,6.7
1323.62,22,7,Туда,1,2,1,5,5.6
1326.75,22,8,Туда,0,2,0,3,3.3
1329.64,22,9,Туда,1,1,1,3,3.3
1332.54,22,10,Туда,2,3,2,2,2.2
1335.79,22,10,Обратно,0,0,0,2,2.2
1338.60,22,9,Обратно,0,0,0,2,2.2
1341.37,22,8,Обратно,2,0,2,4,4.4
1344.48,22,7,Обратно,0,1,0,3,3.3
1347.37,22,6,Обратно,0,1,0,2,2.2
1350.33,22,5,Обратно,0,1,0,1,1.1
1353.69,22,4,Обратно,1,0,1,2,2.2
1356.22,22,3,Обратно,0,0,0,2,2.2
1359.23,22,2,Обратно,1,0,1,3,3.3
1362.42,22,1,Обратно,0,3,0,0,0.0
