Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
1168.51,19,3,Обратно,0,2,0,4,4.4
1173.09,19,2,Обратно,2,1,2,5,5.6
1178.22,19,1,Обратно,0,5,0,0,0.0
1179.47,19,1,Туда,1,0,1,1,1.1
1184.54,19,2,Туда,4,0,4,5,5.6
1189.22,19,3,Туда,23,1,23,27,30.0
1195.24,19,4,Туда,13,8,13,32,35.6
1200.99,20,5,Туда,0,17,0,15,16.7
1205.02,20,6,Туда,2,5,2,12,13.3
1208.13,20,7,Туда,0,4,0,8,8.9
1210.82,20,8,Туда,3,3,3,8,8.9
1213.60,20,9,Туда,0,3,0,5,5.6
1216.89,20,10,Туда,0,5,0,0,0.0
1220.14,20,10,Обратно,2,0,2,2,2.2
1223.33,20,9,Обратно,0,0,0,2,2.2
1225.80,20,8,Обратно,2,0,2,4,4.4
1228.42,20,7,Обратно,2,1,2,5,5.6
1231.28,20,6,Обратно,7,1,7,11,12.2
1234.85,20,5,Обратно,4,6,4,9,10.0
1238.47,20,4,Обратно,4,3,4,10,11.1
1241.91,20,3,Обратно,7,4,7,13,14.4
1245.52,20,2,Обратно,5,6,5,12,13.3
1249.28,20,1,Обратно,3,12,3,3,3.3
1303.47,21,1,Туда,0,0,0,3,3.3
1306.81,21,2,Туда,0,0,0,3,3.3
1309.80,21,3,Туда,5,0,5,8,8.9
1313.20,21,4,Туда,5,2,5,11,12.2
1316.67,21,5,Туда,0,6,0,5,5.6
1320.19,22,6,Туда,1,1,1,5,5.6
1323.07,22,7,Туда,1,2,1,4,4.4
1325.70,22,8,Туда,0,1,0,3,3.3
1328.24,22,9,Туда,2,1,2,4,4.4
1331.46,22,10,Туда,2,4,2,2,2.2
1334.76,22,10,Обратно,0,0,0,2,2.2
1337.85,22,9,Обратно,0,0,0,2,2.2
1340.39,22,8,Обратно,2,0,2,4,4.4
1343.00,22,7,Обратно,0,1,0,3,3.3
1345.79,22,6,Обратно,0,1,0,2,2.2
1349.08,22,5,Обратно,1,1,1,2,2.2
1352.23,22,4,Обратно,3,0,3,5,5.6
1355.55,22,3,Обратно,0,2,0,3,3.3
1358.70,22,2,Обратно,1,1,1,3,3.3
1362.11,22,1,Обратно,2,3,2,2,2.2
