Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
1148.45,19,8,Обратно,7,4,7,19,21.1
1152.59,19,7,Обратно,1,6,1,14,15.6
1156.87,19,6,Обратно,4,4,4,14,15.6
1162.29,19,5,Обратно,3,8,3,9,10.0
1167.51,19,4,Обратно,5,3,5,11,12.2
1172.55,19,3,Обратно,0,4,0,7,7.8
1177.14,19,2,Обратно,5,3,5,9,10.0
1182.55,19,1,Обратно,0,9,0,0,0.0
1203.47,20,1,Туда,8,0,8,8,8.9
1207.15,20,2,Туда,1,2,1,7,7.8
1210.30,20,3,Туда,1,2,1,6,6.7
1213.62,20,4,Туда,2,1,2,7,7.8
1216.85,20,5,Туда,3,3,3,7,7.8
1220.35,20,6,Туда,6,2,6,11,12.2
1223.53,20,7,Туда,3,4,3,10,11.1
1226.38,20,8,Туда,0,4,0,6,6.7
1229.10,20,9,Туда,0,2,0,4,4.4
1232.37,20,10,Туда,0,4,0,0,0.0
1235.57,20,10,Обратно,1,0,1,1,1.1
1238.67,20,9,Обратно,3,0,3,4,4.4
1241.32,20,8,Обратно,2,1,2,5,5.6
1243.98,20,7,Обратно,0,1,0,4,4.4
1246.83,20,6,Обратно,2,1,2,5,5.6
1250.17,20,5,Обратно,4,2,4,7,7.8
1253.60,20,4,Обратно,1,2,1,6,6.7
1256.87,20,3,Обратно,6,2,6,10,11.1
1260.20,21,2,Обратно,3,4,3,9,10.0
1263.79,21,1,Обратно,0,9,0,0,0.0
1363.47,22,1,Туда,0,0,0,0,0.0
1366.69,22,2,Туда,1,0,1,1,1.1
1369.78,22,3,Туда,3,0,3,4,4.4
1372.99,22,4,Туда,0,1,0,3,3.3
1376.16,22,5,Туда,1,1,1,3,3.3
1379.57,22,6,Туда,1,1,1,3,3.3
1382.00,23,7,Туда,0,1,0,2,2.2
1384.23,23,8,Туда,0,0,0,2,2.2
1386.41,23,9,Туда,0,0,0,2,2.2
1389.01,23,10,Туда,0,2,0,0,0.0
1392.11,23,10,Обратно,0,0,0,0,0.0
1394.65,23,9,Обратно,0,0,0,0,0.0
1396.80,23,8,Обратно,0,0,0,0,0.0
1398.97,23,7,Обратно,0,0,0,0,0.0
1401.35,23,6,Обратно,0,0,0,0,0.0
1403.96,23,5,Обратно,0,0,0,0,0.0
1406.56,23,4,Обратно,0,0,0,0,0.0
1409.17,23,3,Обратно,0,0,0,0,0.0
1411.62,23,2,Обратно,0,0,0,0,0.0
1414.28,23,1,Обратно,0,0,0,0,0.0
