Время (мин),Час,Остановка,Направление,Ожидало на остановке,Высадка,Посадка,Пассажиров в салоне,Загруженность (%)
921.71,15,10,Обратно,2,0,2,5,5.6
925.84,15,9,Обратно,7,1,7,11,12.2
929.32,15,8,Обратно,2,3,2,10,11.1
932.54,15,7,Обратно,8,3,8,15,16.7
936.51,15,6,Обратно,2,5,2,12,13.3
940.90,15,5,Обратно,9,6,9,15,16.7
945.68,15,4,Обратно,4,6,4,13,14.4
950.07,15,3,Обратно,5,5,5,13,14.4
954.44,15,2,Обратно,3,6,3,10,11.1
959.04,15,1,Обратно,1,10,1,1,1.1
1002.65,16,1,Туда,2,0,2,3,3.3
1007.64,16,2,Туда,0,0,0,3,3.3
1012.19,16,3,Туда,7,0,7,10,11.1
1017.32,16,4,Туда,0,3,0,7,7.8
1022.24,17,5,Туда,13,3,13,17,18.9
1032.94,17,6,Туда,8,6,8,19,21.1
1041.14,17,7,Туда,28,7,28,40,44.4
1049.19,17,8,Туда,17,17,17,40,44.4
1057.19,17,9,Туда,25,18,25,47,52.2
1068.64,17,10,Туда,24,47,24,24,26.7
1075.19,17,10,Обратно,7,5,7,26,28.9
1085.09,18,9,Обратно,33,6,33,53,58.9
1093.34,18,8,Обратно,20,15,20,58,64.4
1101.39,18,7,Обратно,7,18,7,47,52.2
1110.14,18,6,Обратно,20,16,20,51,56.7
1121.84,18,5,Обратно,36,29,36,58,64.4
1134.39,18,4,Обратно,28,23,28,63,70.0
1146.24,19,3,Обратно,6,27,6,42,46.7
1152.38,19,2,Обратно,17,19,17,40,44.4
1159.12,19,1,Обратно,6,40,6,6,6.7
1162.42,19,1,Туда,2,1,2,7,7.8
1167.48,19,2,Туда,11,1,11,17,18.9
1172.48,19,3,Туда,4,4,4,17,18.9
1177.72,19,4,Туда,11,5,11,23,25.6
1183.18,19,5,Туда,13,12,13,24,26.7
1189.41,19,6,Туда,14,9,14,29,32.2
1194.65,19,7,Туда,5,11,5,23,25.6
1198.88,19,8,Туда,4,10,4,17,18.9
1202.12,20,9,Туда,0,7,0,10,11.1
1205.53,20,10,Туда,6,10,6,6,6.7
1209.33,20,10,Обратно,2,1,2,7,7.8
1212.59,20,9,Обратно,5,1,5,11,12.2
1215.35,20,8,Обратно,2,3,2,10,11.1
1218.14,20,7,Обратно,0,3,0,7,7.8
1221.06,20,6,Обратно,0,2,0,5,5.6
1224.36,20,5,Обратно,5,2,5,8,8.9
1227.79,20,4,Обратно,2,3,2,7,7.8
1231.25,20,3,Обратно,0,3,0,4,4.4
1234.42,20,2,Обратно,4,1,4,7,7.8
1237.84,20,1,Обратно,5,7,5,5,5.6
1283.47,21,1,Туда,5,1,5,9,10.0
1286.96,21,2,Туда,2,2,2,9,10.0
1290.11,21,3,Туда,3,2,3,10,11.1
1293.54,21,4,Туда,0,3,0,7,7.8
1296.82,21,5,Туда,2,3,2,6,6.7
1300.40,21,6,Туда,4,2,4,8,8.9
1303.45,21,7,Туда,6,3,6,11,12.2
1306.36,21,8,Туда,4,4,4,11,12.2
1309.23,21,9,Туда,0,5,0,6,6.7
1312.63,21,10,Туда,4,6,4,4,4.4
1316.13,21,10,Обратно,1,0,1,5,5.6
1319.38,21,9,Обратно,4,1,4,8,8.9
1322.08,22,8,Обратно,0,2,0,6,6.7
1324.66,22,7,Обратно,0,1,0,5,5.6
1327.45,22,6,Обратно,1,1,1,5,5.6
1330.87,22,5,Обратно,4,2,4,7,7.8
1334.24,22,4,Обратно,0,2,0,5,5.6
1337.46,22,3,Обратно,0,2,0,3,3.3
1340.55,22,2,Обратно,0,1,0,2,2.2
1343.87,22,1,Обратно,0,2,0,0,0.0
